"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"X-Keystroke","g",,"3202","1713396577014","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","r",,"3203","1713396577190","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"3204","1713396577405","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","d",,"3205","1713396577549","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke",":",,"3183","1713396575191","task1.py","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke","g",,"3197","1713396575973","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","a",,"3198","1713396576077","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"3199","1713396576241","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","e",,"3200","1713396576330","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke",".",,"3201","1713396576548","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","g",,"3202","1713396577014","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","r",,"3203","1713396577191","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"3204","1713396577405","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","d",,"3205","1713396577549","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke",":",,"3183","1713396575191","task1.py","1.1.5 for 2021-2022 @t1",,":",,,,,
"X-Keystroke","g",,"3197","1713396575973","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","a",,"3198","1713396576077","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"3199","1713396576241","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","e",,"3200","1713396576330","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke",".",,"3201","1713396576548","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","g",,"3202","1713396577014","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","r",,"3203","1713396577190","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","i",,"3204","1713396577405","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","d",,"3205","1713396577549","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","(",,"3206","1713396578230","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","[",,"3206","1713396579912","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"X-Keystroke","c",,"3207","1713396580301","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","o",,"3208","1713396580316","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","l",,"3209","1713396580506","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","(",,"3206","1713396578230","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","[",,"3206","1713396579912","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"X-Keystroke","c",,"3207","1713396580301","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","o",,"3208","1713396580316","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","l",,"3209","1713396580505","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","(",,"3206","1713396578230","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","[",,"3206","1713396579912","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"X-Keystroke","c",,"3207","1713396580301","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","o",,"3208","1713396580316","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","l",,"3209","1713396580506","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","(","","3205","1713396578229","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","3206","1713396578230","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"3206","1713396578230","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Action","Backspace",,,"1713396578627","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","(","3205","1713396578643","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","",")","3205","1713396578643","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","[","","3205","1713396579910","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","]","","3206","1713396579912","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","[",,"3206","1713396579912","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"File.Edit","c","","3206","1713396580301","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"3207","1713396580301","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit","o","","3207","1713396580316","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"3208","1713396580316","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"File.Edit","l","","3208","1713396580493","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"3209","1713396580506","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke",".",,"3211","1713396582929","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","a",,"3212","1713396583055","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","p",,"3213","1713396584182","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","p",,"3214","1713396584318","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","e",,"3215","1713396584406","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","n",,"3216","1713396584517","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","d",,"3217","1713396584621","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke",".",,"3211","1713396582929","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","a",,"3212","1713396583055","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","p",,"3213","1713396584182","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","p",,"3214","1713396584318","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","e",,"3215","1713396584406","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","n",,"3216","1713396584516","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","d",,"3217","1713396584621","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke",".",,"3211","1713396582929","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","a",,"3212","1713396583055","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","p",,"3213","1713396584182","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","p",,"3214","1713396584318","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","e",,"3215","1713396584406","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","n",,"3216","1713396584517","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","d",,"3217","1713396584621","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit",".","","3210","1713396582928","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"3211","1713396582929","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","a","","3211","1713396583038","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"3212","1713396583055","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","p","","3212","1713396584181","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"3213","1713396584182","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","p","","3213","1713396584317","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"3214","1713396584318","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","e","","3214","1713396584406","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"3215","1713396584406","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","n","","3215","1713396584516","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"3216","1713396584517","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","d","","3216","1713396584621","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"3217","1713396584621","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Action","Backspace",,,"1713396586997","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",".","3200","1713396586999","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","_","","3200","1713396587670","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"3201","1713396587671","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit","(","","3217","1713396589365","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","3218","1713396589367","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"3218","1713396589367","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","_",,"3201","1713396587670","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","(",,"3218","1713396589367","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","_",,"3201","1713396587670","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","(",,"3218","1713396589367","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","_",,"3201","1713396587671","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"X-Keystroke","(",,"3218","1713396589367","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","c",,"3219","1713396602381","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","C",,"3219","1713396604117","task1.py","1.1.5 for 2021-2022 @t1",,"C",,,,,
"X-Keystroke","e",,"3220","1713396604329","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"3221","1713396604466","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","l",,"3222","1713396604582","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","c",,"3219","1713396602381","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","C",,"3219","1713396604117","task1.py","1.1.5 for 2021-2022 @t1",,"C",,,,,
"X-Keystroke","e",,"3220","1713396604329","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"3221","1713396604466","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","l",,"3222","1713396604582","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","c",,"3219","1713396602381","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Keystroke","C",,"3219","1713396604117","task1.py","1.1.5 for 2021-2022 @t1",,"C",,,,,
"X-Keystroke","e",,"3220","1713396604329","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"3221","1713396604466","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","l",,"3222","1713396604582","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","c","","3218","1713396602381","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"3219","1713396602381","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"X-Action","Backspace",,,"1713396603036","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","c","3218","1713396603037","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","C","","3218","1713396604117","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","C",,"3219","1713396604117","task1.py","1.1.5 for 2021-2022 @t1",,"C",,,,,
"File.Edit","e","","3219","1713396604325","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"3220","1713396604329","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","l","","3220","1713396604453","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"3221","1713396604466","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","l","","3221","1713396604581","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"3222","1713396604582","task1.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","(",,"3223","1713396605600","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","(",,"3223","1713396605600","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","(",,"3223","1713396605600","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","(","","3222","1713396605598","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","3224","1713396605600","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"3223","1713396605600","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Action","EditorChange",,,"1713396632389","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396633157","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396633544","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396634008","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396634382","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396634857","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396635288","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396635744","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396636114","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396636519","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396636916","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396637352","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396637736","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396638324","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396638778","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396639178","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396639619","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396640213","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"X-Action","EditorChange",,,"1713396683872","task1.py","1.1.5 for 2021-2022 @t1",,"EditorChange",,,,,
"File.Edit","","        ","3226","1713396706385","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","    ","3044","1713396706387","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1713397081929","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","        
","","611","1713397081932","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Backspace",,,"1713397082372","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","618","1713397082373","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","   ","615","1713397082374","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","d",,"616","1713397086121","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"617","1713397086275","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"618","1713397086404","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke"," ",,"619","1713397086554","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"620","1713397087793","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"621","1713397087962","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"622","1713397088113","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"623","1713397088363","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"624","1713397088573","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","d",,"616","1713397086121","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"617","1713397086275","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"618","1713397086404","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke"," ",,"619","1713397086554","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"620","1713397087793","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"621","1713397087962","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"622","1713397088113","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"623","1713397088363","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"624","1713397088573","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","d",,"616","1713397086121","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","e",,"617","1713397086275","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","f",,"618","1713397086404","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke"," ",,"619","1713397086554","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","r",,"620","1713397087793","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke","e",,"621","1713397087962","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"622","1713397088113","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"623","1713397088363","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","t",,"624","1713397088573","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","d","","615","1713397086121","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"616","1713397086121","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","e","","616","1713397086265","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"617","1713397086275","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","f","","617","1713397086392","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"618","1713397086404","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit"," ","","618","1713397086554","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"619","1713397086554","cell.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","r","","619","1713397087792","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"620","1713397087793","cell.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit","e","","620","1713397087953","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"621","1713397087962","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","s","","621","1713397088104","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"622","1713397088113","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","e","","622","1713397088360","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"623","1713397088363","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","t","","623","1713397088561","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"624","1713397088573","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","(",,"629","1713397092449","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","s",,"630","1713397092745","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","(",,"629","1713397092449","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","s",,"630","1713397092745","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","(",,"629","1713397092449","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","s",,"630","1713397092745","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","(self):","","624","1713397092449","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"629","1713397092449","cell.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","s","","629","1713397092745","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"630","1713397092745","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Action","Backspace",,,"1713397093408","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","s","629","1713397093409","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Keystroke","d",,"632","1713397097562","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","d",,"632","1713397097562","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","d",,"632","1713397097562","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","d","","631","1713397097562","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"632","1713397097562","cell.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Action","Backspace",,,"1713397098848","cell.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","d","631","1713397098849","cell.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1713397103865","cell.py","1.1.5 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","632","1713397103866","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","    ","","636","1713397103868","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","s","","640","1713397104220","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"641","1713397104221","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","e","","641","1713397104329","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"642","1713397104337","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","l","","642","1713397104889","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"643","1713397104901","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"File.Edit","f","","643","1713397104945","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","f",,"644","1713397104959","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"File.Edit",".","","644","1713397105128","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"645","1713397105129","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","s","","645","1713397105385","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"646","1713397105391","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","646","1713397105553","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"647","1713397105564","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","a","","647","1713397105704","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"648","1713397105715","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","t","","648","1713397105913","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"649","1713397105917","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"File.Edit","e","","649","1713397106169","cell.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"650","1713397106173","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"641","1713397104221","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"642","1713397104337","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","l",,"643","1713397104901","cell.py","1.1.5 for 2021-2022 @t1",,"l",,,,,
"X-Keystroke","f",,"644","1713397104959","cell.py","1.1.5 for 2021-2022 @t1",,"f",,,,,
"X-Keystroke",".",,"645","1713397105129","cell.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","s",,"646","1713397105391","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","t",,"647","1713397105564","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","a",,"648","1713397105715","cell.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","t",,"649","1713397105917","cell.py","1.1.5 for 2021-2022 @t1",,"t",,,,,
"X-Keystroke","e",,"650","1713397106173","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","s",,"641","1713397104221","cell.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"X-Keystroke","e",,"642","1713397104337","cell.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
